industrycode,description,employment,output,employeecompensation,proprietorincome,otherpropertytypeincome,taxonproductionandimports,county
146,Paperboard mills,0,0,0,0,0,0,WA_075
147,Paperboard container manufacturing,0,0,0,0,0,0,WA_075
148,Paper bag and coated and treated paper manufacturing,0,0,0,0,0,0,WA_075
149,Stationery product manufacturing,0,0,0,0,0,0,WA_075
150,Sanitary paper product manufacturing,0,0,0,0,0,0,WA_075
151,All other converted paper product manufacturing,0,0,0,0,0,0,WA_075
152,Printing,124.26109,17829726,5234541,87623.156,1517047.9,215972.88,WA_075
153,Support activities for printing,0,0,0,0,0,0,WA_075
154,Petroleum refineries,0,0,0,0,0,0,WA_075
155,Asphalt paving mixture and block manufacturing,198.90767,169867504,26433170,0,17238856,242549.42,WA_075
156,Asphalt shingle and coating materials manufacturing,0,0,0,0,0,0,WA_075
157,Petroleum lubricating oil and grease manufacturing,0,0,0,0,0,0,WA_075
158,All other petroleum and coal products manufacturing,0,0,0,0,0,0,WA_075
159,Petrochemical manufacturing,0,0,0,0,0,0,WA_075
160,Industrial gas manufacturing,0,0,0,0,0,0,WA_075
161,Synthetic dye and pigment manufacturing,0,0,0,0,0,0,WA_075
162,Other basic inorganic chemical manufacturing,0,0,0,0,0,0,WA_075
163,Other basic organic chemical manufacturing,0,0,0,0,0,0,WA_075
164,Plastics material and resin manufacturing,0,0,0,0,0,0,WA_075
165,Synthetic rubber manufacturing,0,0,0,0,0,0,WA_075
166,Artificial and synthetic fibers and filaments manufacturing,0,0,0,0,0,0,WA_075
167,Nitrogenous fertilizer manufacturing,0,0,0,0,0,0,WA_075
168,Phosphatic fertilizer manufacturing,0,0,0,0,0,0,WA_075
169,Fertilizer mixing,0,0,0,0,0,0,WA_075
170,Pesticide and other agricultural chemical manufacturing,0,0,0,0,0,0,WA_075
171,Medicinal and botanical manufacturing,0,0,0,0,0,0,WA_075
172,Pharmaceutical preparation manufacturing,0,0,0,0,0,0,WA_075
173,In-vitro diagnostic substance manufacturing,136.71219,57113140,12531744,0,8270438,750104.88,WA_075
174,Biological product (except diagnostic) manufacturing,0,0,0,0,0,0,WA_075
175,Paint and coating manufacturing,0,0,0,0,0,0,WA_075
176,Adhesive manufacturing,0,0,0,0,0,0,WA_075
177,Soap and other detergent manufacturing,0,0,0,0,0,0,WA_075
178,Polish and other sanitation good manufacturing,0,0,0,0,0,0,WA_075
179,Surface active agent manufacturing,0,0,0,0,0,0,WA_075
180,Toilet preparation manufacturing,0,0,0,0,0,0,WA_075
181,Printing ink manufacturing,0,0,0,0,0,0,WA_075
182,Explosives manufacturing,0,0,0,0,0,0,WA_075
183,Custom compounding of purchased resins,0,0,0,0,0,0,WA_075
184,Photographic film and chemical manufacturing,0,0,0,0,0,0,WA_075
185,Other miscellaneous chemical product manufacturing,86.829834,52794724,8485487,0,5336022,783068.25,WA_075
186,Plastics packaging materials and unlaminated film and sheet manufacturing,0,0,0,0,0,0,WA_075
187,Unlaminated plastics profile shape manufacturing,0,0,0,0,0,0,WA_075
188,Plastics pipe and pipe fitting manufacturing,0,0,0,0,0,0,WA_075
189,"Laminated plastics plate, sheet (except packaging), and shape manufacturing",0,0,0,0,0,0,WA_075
190,Polystyrene foam product manufacturing,0,0,0,0,0,0,WA_075
191,Urethane and other foam product (except polystyrene) manufacturing,0,0,0,0,0,0,WA_075
192,Plastics bottle manufacturing,0,0,0,0,0,0,WA_075
193,Other plastics product manufacturing,.97013462,170532.609375,0,-14830.779,0,1870.1141,WA_075
194,Tire manufacturing,0,0,0,0,0,0,WA_075
195,Rubber and plastics hoses and belting manufacturing,0,0,0,0,0,0,WA_075
196,Other rubber product manufacturing,0,0,0,0,0,0,WA_075
197,"Pottery, ceramics, and plumbing fixture manufacturing",0,0,0,0,0,0,WA_075
198,"Brick, tile, and other structural clay product manufacturing",0,0,0,0,0,0,WA_075
199,Flat glass manufacturing,0,0,0,0,0,0,WA_075
200,Other pressed and blown glass and glassware manufacturing,0,0,0,0,0,0,WA_075
201,Glass container manufacturing,0,0,0,0,0,0,WA_075
202,Glass product manufacturing made of purchased glass,0,0,0,0,0,0,WA_075
203,Cement manufacturing,0,0,0,0,0,0,WA_075
204,Ready-mix concrete manufacturing,13.455219,5309813.5,873962.94,0,600574.13,54436.945,WA_075
205,Concrete block and brick manufacturing,6.8244076,2108028.5,376541.75,0,330994.91,26489.713,WA_075
206,Concrete pipe manufacturing,0,0,0,0,0,0,WA_075
207,Other concrete product manufacturing,0,0,0,0,0,0,WA_075
208,Lime manufacturing,0,0,0,0,0,0,WA_075
209,Gypsum product manufacturing,0,0,0,0,0,0,WA_075
210,Abrasive product manufacturing,0,0,0,0,0,0,WA_075
211,Cut stone and stone product manufacturing,16.055765,2257696.5,870720.81,24395.895,139108.53,20875.666,WA_075
212,Ground or treated mineral and earth manufacturing,0,0,0,0,0,0,WA_075
213,Mineral wool manufacturing,0,0,0,0,0,0,WA_075
214,Miscellaneous nonmetallic mineral products manufacturing,0,0,0,0,0,0,WA_075
215,Iron and steel mills and ferroalloy manufacturing,.57461053,443265.125,0,-14702.391,0,7500.2295,WA_075
216,"Iron, steel pipe and tube manufacturing from purchased steel",0,0,0,0,0,0,WA_075
217,Rolled steel shape manufacturing,0,0,0,0,0,0,WA_075
218,Steel wire drawing,0,0,0,0,0,0,WA_075
219,Alumina refining and primary aluminum production,0,0,0,0,0,0,WA_075
220,Secondary smelting and alloying of aluminum,0,0,0,0,0,0,WA_075
221,"Aluminum sheet, plate, and foil manufacturing",0,0,0,0,0,0,WA_075
222,"Other aluminum rolling, drawing and extruding",0,0,0,0,0,0,WA_075
223,Nonferrous metal (exc aluminum) smelting and refining,0,0,0,0,0,0,WA_075
224,"Copper rolling, drawing, extruding and alloying",0,0,0,0,0,0,WA_075
225,"Nonferrous metal, except copper and aluminum, shaping",0,0,0,0,0,0,WA_075
226,Secondary processing of other nonferrous metals,0,0,0,0,0,0,WA_075
227,Ferrous metal foundries,0,0,0,0,0,0,WA_075
228,Nonferrous metal foundries,0,0,0,0,0,0,WA_075
229,Custom roll forming,0,0,0,0,0,0,WA_075
230,Crown and closure manufacturing and metal stamping,0,0,0,0,0,0,WA_075
231,Iron and steel forging,0,0,0,0,0,0,WA_075
232,Nonferrous forging,0,0,0,0,0,0,WA_075
233,"Cutlery, utensil, pot, and pan manufacturing",0,0,0,0,0,0,WA_075
234,Handtool manufacturing,0,0,0,0,0,0,WA_075
235,Prefabricated metal buildings and components manufacturing,0,0,0,0,0,0,WA_075
236,Fabricated structural metal manufacturing,0,0,0,0,0,0,WA_075
237,Plate work manufacturing,0,0,0,0,0,0,WA_075
238,Metal window and door manufacturing,0,0,0,0,0,0,WA_075
239,Sheet metal work manufacturing,0,0,0,0,0,0,WA_075
240,Ornamental and architectural metal work manufacturing,0,0,0,0,0,0,WA_075
241,Power boiler and heat exchanger manufacturing,0,0,0,0,0,0,WA_075
242,Metal tank (heavy gauge) manufacturing,0,0,0,0,0,0,WA_075
243,Metal cans manufacturing,0,0,0,0,0,0,WA_075
244,"Metal barrels, drums and pails manufacturing",0,0,0,0,0,0,WA_075
245,Hardware manufacturing,0,0,0,0,0,0,WA_075
246,Spring and wire product manufacturing,0,0,0,0,0,0,WA_075
247,Machine shops,86.05146,12198999,4922627,0,882517.25,111315.41,WA_075
248,"Turned product and screw, nut, and bolt manufacturing",0,0,0,0,0,0,WA_075
249,Metal heat treating,0,0,0,0,0,0,WA_075
250,Metal coating and nonprecious engraving,0,0,0,0,0,0,WA_075
251,"Electroplating, anodizing, and coloring metal",0,0,0,0,0,0,WA_075
252,"Valve and fittings, other than plumbing, manufacturing",0,0,0,0,0,0,WA_075
253,Plumbing fixture fitting and trim manufacturing,0,0,0,0,0,0,WA_075
254,Ball and roller bearing manufacturing,0,0,0,0,0,0,WA_075
255,Small arms ammunition manufacturing,0,0,0,0,0,0,WA_075
256,"Ammunition, except for small arms, manufacturing",0,0,0,0,0,0,WA_075
257,"Small arms, ordnance, and accessories manufacturing",0,0,0,0,0,0,WA_075
258,Fabricated pipe and pipe fitting manufacturing,0,0,0,0,0,0,WA_075
259,Other fabricated metal manufacturing,0,0,0,0,0,0,WA_075
260,Farm machinery and equipment manufacturing,4.7219458,1849695.5,243099.89,0,47596.285,21064.898,WA_075
261,Lawn and garden equipment manufacturing,0,0,0,0,0,0,WA_075
262,Construction machinery manufacturing,0,0,0,0,0,0,WA_075
263,Mining machinery and equipment manufacturing,0,0,0,0,0,0,WA_075
264,Oil and gas field machinery and equipment manufacturing,0,0,0,0,0,0,WA_075
265,Semiconductor machinery manufacturing,0,0,0,0,0,0,WA_075
266,Food product machinery manufacturing,0,0,0,0,0,0,WA_075
267,"Sawmill, woodworking, and paper machinery",0,0,0,0,0,0,WA_075
268,Printing machinery and equipment manufacturing,0,0,0,0,0,0,WA_075
269,All other industrial machinery manufacturing,0,0,0,0,0,0,WA_075
270,Optical instrument and lens manufacturing,6.0993047,1620462.375,238072.52,0,70263.391,15526.884,WA_075
271,Photographic and photocopying equipment manufacturing,0,0,0,0,0,0,WA_075
272,Other commercial service industry machinery manufacturing,0,0,0,0,0,0,WA_075
273,Air purification and ventilation equipment manufacturing,0,0,0,0,0,0,WA_075
274,Heating equipment (except warm air furnaces) manufacturing,0,0,0,0,0,0,WA_075
275,"Air conditioning, refrigeration, and warm air heating equipment manufacturing",0,0,0,0,0,0,WA_075
276,Industrial mold manufacturing,0,0,0,0,0,0,WA_075
277,"Special tool, die, jig, and fixture manufacturing",0,0,0,0,0,0,WA_075
278,Cutting tool and machine tool accessory manufacturing,0,0,0,0,0,0,WA_075
279,Machine tool manufacturing,0,0,0,0,0,0,WA_075
280,Rolling mill and other metalworking machinery manufacturing,0,0,0,0,0,0,WA_075
281,Turbine and turbine generator set units manufacturing,0,0,0,0,0,0,WA_075
282,"Speed changer, industrial high-speed drive, and gear manufacturing",0,0,0,0,0,0,WA_075
283,Mechanical power transmission equipment manufacturing,0,0,0,0,0,0,WA_075
284,Other engine equipment manufacturing,0,0,0,0,0,0,WA_075
285,Pump and pumping equipment manufacturing,0,0,0,0,0,0,WA_075
286,Air and gas compressor manufacturing,0,0,0,0,0,0,WA_075
287,Elevator and moving stairway manufacturing,0,0,0,0,0,0,WA_075
288,Conveyor and conveying equipment manufacturing,0,0,0,0,0,0,WA_075
289,"Overhead cranes, hoists, and monorail systems manufacturing",0,0,0,0,0,0,WA_075
290,"Industrial truck, trailer, and stacker manufacturing",0,0,0,0,0,0,WA_075
291,Power-driven handtool manufacturing,0,0,0,0,0,0,WA_075
292,Welding and soldering equipment manufacturing,0,0,0,0,0,0,WA_075
293,Packaging machinery manufacturing,0,0,0,0,0,0,WA_075
294,Industrial process furnace and oven manufacturing,0,0,0,0,0,0,WA_075
295,Fluid power cylinder and actuator manufacturing,0,0,0,0,0,0,WA_075
296,Fluid power pump and motor manufacturing,0,0,0,0,0,0,WA_075
297,"Scales, balances, and miscellaneous general purpose machinery manufacturing",0,0,0,0,0,0,WA_075
298,Electronic computer manufacturing,0,0,0,0,0,0,WA_075
299,Computer storage device manufacturing,0,0,0,0,0,0,WA_075
300,Computer terminals and other computer peripheral equipment manufacturing,0,0,0,0,0,0,WA_075
301,Telephone apparatus manufacturing,0,0,0,0,0,0,WA_075
302,Broadcast and wireless communications equipment manufacturing,0,0,0,0,0,0,WA_075
303,Other communications equipment manufacturing,0,0,0,0,0,0,WA_075
304,Audio and video equipment manufacturing,0,0,0,0,0,0,WA_075
305,Printed circuit assembly (electronic assembly) manufacturing,0,0,0,0,0,0,WA_075
306,Bare printed circuit board manufacturing,2.5454872,587490.125,166620.17,0,43400.926,6865.9346,WA_075
307,Semiconductor and related device manufacturing,0,0,0,0,0,0,WA_075
308,"Capacitor, resistor, coil, transformer, and other inductor manufacturing",0,0,0,0,0,0,WA_075
309,Electronic connector manufacturing,0,0,0,0,0,0,WA_075
310,Other electronic component manufacturing,6.5358953,1638919.375,500094.78,-10630.587,47580.664,16884.008,WA_075
311,Electromedical and electrotherapeutic apparatus manufacturing,5.7466135,2947900.5,696279.75,0,676109.75,35870.957,WA_075
312,"Search, detection, and navigation instruments manufacturing",0,0,0,0,0,0,WA_075
313,Automatic environmental control manufacturing,0,0,0,0,0,0,WA_075
314,Industrial process variable instruments manufacturing,152.69124,42931424,12305588,-12053.525,4502698,517759.25,WA_075
315,Totalizing fluid meter and counting device manufacturing,0,0,0,0,0,0,WA_075
316,Electricity and signal testing instruments manufacturing,0,0,0,0,0,0,WA_075
317,Analytical laboratory instrument manufacturing,27.064043,10269423,2181137,-11722.155,1394914.6,127058.3,WA_075
318,Irradiation apparatus manufacturing,0,0,0,0,0,0,WA_075
319,"Watch, clock, and other measuring and controlling device manufacturing",0,0,0,0,0,0,WA_075
320,Blank magnetic and optical recording media manufacturing,0,0,0,0,0,0,WA_075
321,Software and other prerecorded and record reproducing,0,0,0,0,0,0,WA_075
322,Electric lamp bulb and part manufacturing,0,0,0,0,0,0,WA_075
323,Lighting fixture manufacturing,0,0,0,0,0,0,WA_075
324,Small electrical appliance manufacturing,0,0,0,0,0,0,WA_075
325,Household cooking appliance manufacturing,0,0,0,0,0,0,WA_075
326,Household refrigerator and home freezer manufacturing,0,0,0,0,0,0,WA_075
327,Household laundry equipment manufacturing,0,0,0,0,0,0,WA_075
328,Other major household appliance manufacturing,0,0,0,0,0,0,WA_075
329,"Power, distribution, and specialty transformer manufacturing",0,0,0,0,0,0,WA_075
330,Motor and generator manufacturing,0,0,0,0,0,0,WA_075
331,Switchgear and switchboard apparatus manufacturing,0,0,0,0,0,0,WA_075
332,Relay and industrial control manufacturing,1039.5044,319581600,94644544,-910562.31,10676836,2872888,WA_075
333,Storage battery manufacturing,0,0,0,0,0,0,WA_075
334,Primary battery manufacturing,0,0,0,0,0,0,WA_075
335,Fiber optic cable manufacturing,0,0,0,0,0,0,WA_075
336,Other communication and energy wire manufacturing,0,0,0,0,0,0,WA_075
337,Wiring device manufacturing,0,0,0,0,0,0,WA_075
338,Carbon and graphite product manufacturing,0,0,0,0,0,0,WA_075
339,All other miscellaneous electrical equipment and component manufacturing,0,0,0,0,0,0,WA_075
340,Automobile manufacturing,0,0,0,0,0,0,WA_075
341,Light truck and utility vehicle manufacturing,0,0,0,0,0,0,WA_075
342,Heavy duty truck manufacturing,0,0,0,0,0,0,WA_075
343,Motor vehicle body manufacturing,0,0,0,0,0,0,WA_075
344,Truck trailer manufacturing,0,0,0,0,0,0,WA_075
345,Motor home manufacturing,0,0,0,0,0,0,WA_075
346,Travel trailer and camper manufacturing,0,0,0,0,0,0,WA_075
347,Motor vehicle gasoline engine and engine parts manufacturing,0,0,0,0,0,0,WA_075
348,Motor vehicle electrical and electronic equipment manufacturing,0,0,0,0,0,0,WA_075
349,Motor vehicle transmission and power train parts manufacturing,0,0,0,0,0,0,WA_075
350,Motor vehicle seating and interior trim manufacturing,0,0,0,0,0,0,WA_075
351,Motor vehicle metal stamping,0,0,0,0,0,0,WA_075
352,Other motor vehicle parts manufacturing,0,0,0,0,0,0,WA_075
353,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",0,0,0,0,0,0,WA_075
354,Aircraft manufacturing,85.50132,81583424,13522344,303785.31,20969666,491822.28,WA_075
355,Aircraft engine and engine parts manufacturing,150.35976,97220360,11810296,947501.44,21000720,517509.75,WA_075
356,Other aircraft parts and auxiliary equipment manufacturing,0,0,0,0,0,0,WA_075
357,Guided missile and space vehicle manufacturing,0,0,0,0,0,0,WA_075
358,Propulsion units and parts for space vehicles and guided missiles manufacturing,0,0,0,0,0,0,WA_075
359,Railroad rolling stock manufacturing,0,0,0,0,0,0,WA_075
360,Ship building and repairing,0,0,0,0,0,0,WA_075
361,Boat building,0,0,0,0,0,0,WA_075
362,"Motorcycle, bicycle, and parts manufacturing",0,0,0,0,0,0,WA_075
363,"Military armored vehicle, tank, and tank component manufacturing",0,0,0,0,0,0,WA_075
364,All other transportation equipment manufacturing,0,0,0,0,0,0,WA_075
365,Wood kitchen cabinet and countertop manufacturing,232.74876,31866930,10445349,926648.75,2037161.1,158883.55,WA_075
366,Upholstered household furniture manufacturing,0,0,0,0,0,0,WA_075
367,Nonupholstered wood household furniture manufacturing,0,0,0,0,0,0,WA_075
368,Other household nonupholstered furniture manufacturing,0,0,0,0,0,0,WA_075
369,Institutional furniture manufacturing,0,0,0,0,0,0,WA_075
370,Wood office furniture manufacturing,0,0,0,0,0,0,WA_075
371,Custom architectural woodwork and millwork,0,0,0,0,0,0,WA_075
372,"Office furniture, except wood, manufacturing",0,0,0,0,0,0,WA_075
373,"Showcase, partition, shelving, and locker manufacturing",0,0,0,0,0,0,WA_075
374,Mattress manufacturing,0,0,0,0,0,0,WA_075
375,Blind and shade manufacturing,0,0,0,0,0,0,WA_075
376,Surgical and medical instrument manufacturing,0,0,0,0,0,0,WA_075
377,Surgical appliance and supplies manufacturing,0,0,0,0,0,0,WA_075
378,Dental equipment and supplies manufacturing,0,0,0,0,0,0,WA_075
379,Ophthalmic goods manufacturing,0,0,0,0,0,0,WA_075
380,Dental laboratories,0,0,0,0,0,0,WA_075
381,Jewelry and silverware manufacturing,.91886228,123370.5703125,10993.531,1645.4943,3378.8455,11974.467,WA_075
382,Sporting and athletic goods manufacturing,15.713606,4120085.25,1070480.5,286181.5,114400.49,46406.891,WA_075
383,"Doll, toy, and game manufacturing",0,0,0,0,0,0,WA_075
384,Office supplies (except paper) manufacturing,0,0,0,0,0,0,WA_075
385,Sign manufacturing,0,0,0,0,0,0,WA_075
386,"Gasket, packing, and sealing device manufacturing",0,0,0,0,0,0,WA_075
387,Musical instrument manufacturing,0,0,0,0,0,0,WA_075
388,"Fasteners, buttons, needles, and pins manufacturing",0,0,0,0,0,0,WA_075
389,"Broom, brush, and mop manufacturing",0,0,0,0,0,0,WA_075
390,Burial casket manufacturing,0,0,0,0,0,0,WA_075
391,All other miscellaneous manufacturing,16.400295,3109280.75,1104589.3,304180.22,44854.461,24365.662,WA_075
392,Wholesale - Motor vehicle and motor vehicle parts and supplies,3.0155599,1093406.25,129034.76,54540.77,214316.33,79461.422,WA_075
393,Wholesale - Professional and commercial equipment and supplies,30.840782,10868441,2893567.8,74665.664,2951759.5,663849.94,WA_075
394,Wholesale - Household appliances and electrical and electronic goods,63.091084,30755860,5083179.5,147635.48,8159597.5,2136903.8,WA_075
395,"Wholesale - Machinery, equipment, and supplies",37.590321,9043587,1912283.4,280812.84,1776515.1,854851.88,WA_075
396,Wholesale - Other durable goods merchant wholesalers,6.6423211,1752868.125,465374.44,96163.227,296670.5,135014.77,WA_075
397,Wholesale - Drugs and druggistsâ sundries,7.2404923,5305164,587873.75,72024.219,1391353.1,176027.42,WA_075
398,Wholesale - Grocery and related product wholesalers,17.237616,3336135.5,960505.75,229343.53,435868.5,104172.18,WA_075
399,Wholesale - Petroleum and petroleum products,23.575048,55797816,1239443.6,54938.121,3146342.5,47210252,WA_075
400,Wholesale - Other nondurable goods merchant wholesalers,295.2294,97842176,19781404,1242628,16698709,19704694,WA_075
401,Wholesale - Wholesale electronic markets and agents and brokers,14.914912,1603359.375,1487930.9,719479.25,-740571.25,14552.304,WA_075
402,Retail - Motor vehicle and parts dealers,96.402626,14277939,4626033.5,1133249.3,359720.53,4372338,WA_075
403,Retail - Furniture and home furnishings stores,45.605061,4103573.75,1011487.9,349526.47,87813.047,1063472.9,WA_075
404,Retail - Electronics and appliance stores,31.155546,3834371.75,718623.94,1505284.9,-241067.83,714151.5,WA_075
405,Retail - Building material and garden equipment and supplies stores,152.54243,21337006,7066082,1655540,1064127.6,6198696.5,WA_075
406,Retail - Food and beverage stores,265.89917,19781412,6905488.5,663888.19,508658.94,4078109.3,WA_075
407,Retail - Health and personal care stores,122.18876,9467876,3810968.8,715170.13,101495.36,1404728.6,WA_075
408,Retail - Gasoline stores,71.501503,12352527,2214359.5,3365199.3,218720.59,2945589.5,WA_075
409,Retail - Clothing and clothing accessories stores,52.34803,4309868.5,608566.19,82974.609,47564.02,1238663.3,WA_075
410,"Retail - Sporting goods, hobby, musical instrument and book stores",165.7458,9770391,2535032,1089244.3,204054.86,2339491.3,WA_075
411,Retail - General merchandise stores,367.5834,29540638,9821222,126149.36,318061.63,9279251,WA_075
412,Retail - Miscellaneous store retailers,206.17766,14807852,1588035.1,7011344,-323366.03,2719258.5,WA_075
413,Retail - Nonstore retailers,195.7296,22656900,14717.942,4111454.5,12576.341,4462239.5,WA_075
414,Air transportation,29.408081,11398357,2745214.3,193314.3,2961584.3,1716875.9,WA_075
415,Rail transportation,8.0611763,3706301.75,996150.13,0,786306.06,-1996.4213,WA_075
416,Water transportation,5.3715372,2880497.25,0,1769.991,0,122850.7,WA_075
417,Truck transportation,271.61765,34358680,4855048.5,3422450.3,580470.13,1385191,WA_075
418,Transit and ground passenger transportation,86.046074,2978622.25,647344,744114.38,267096.22,67676.109,WA_075
419,Pipeline transportation,.23817879,116703.6484375,18765.084,0,13850.787,52358.297,WA_075
420,Scenic and sightseeing transportation and support activities for transportation,54.474018,9290133,1670041.5,2826942.8,116217.66,196627.56,WA_075
421,Couriers and messengers,206.1767,12833649,1794472.3,403924.34,470793.66,341935.94,WA_075
422,Warehousing and storage,143.46056,13713966,4409601.5,174502.31,557530.31,153854.98,WA_075
423,Newspaper publishers,12.894583,764861.625,165198.17,117863.35,91594.68,20943.836,WA_075
424,Periodical publishers,0,0,0,0,0,0,WA_075
425,Book publishers,0,0,0,0,0,0,WA_075
426,"Directory, mailing list, and other publishers",0,0,0,0,0,0,WA_075
427,Greeting card publishing,0,0,0,0,0,0,WA_075
428,Software publishers,10.543857,1567636.625,301047.81,32873.266,434551.09,86906.625,WA_075
429,Motion picture and video industries,18.878469,2573927.75,76183.516,26667.521,35039.16,105235.56,WA_075
430,Sound recording industries,.64430875,113564.203125,0,13549.32,0,18317.18,WA_075
431,Radio and television broadcasting,4.512126,1967666.5,36176.195,901933.94,-29828.205,25336.219,WA_075
432,Cable and other subscription programming,4.7910542,6629112,43791.902,658094.38,93068.836,221485.86,WA_075
433,Wired telecommunications carriers,42.952633,15304125,2507472.5,-437242.84,1121433,1446437.5,WA_075
434,Wireless telecommunications carriers (except satellite),0,0,0,0,0,0,WA_075
435,"Satellite, telecommunications resellers, and all other telecommunications",12.334864,4563636.5,1627292.8,-75328.398,224460.2,199523.81,WA_075
436,"Data processing, hosting, and related services",12.183136,3234631.5,180346.16,33643.711,160880.92,68619.898,WA_075
437,"News syndicates, libraries, archives and all other information services",.23095255,30691.80859375,9776.8906,0,4734.9946,682.57397,WA_075
438,Internet publishing and broadcasting and web search portals,36.323711,23801460,1097786.4,6067.8711,1486620.1,307186.81,WA_075
439,Nondepository credit intermediation and related activities,19.925529,2840741.5,733461.5,172294.36,177263.97,149849.81,WA_075
440,Securities and commodity contracts intermediation and brokerage,41.455776,5885651.5,327441.56,94633.883,-14147.171,107699.55,WA_075
441,Monetary authorities and depository credit intermediation,120.96502,34992956,7321232.5,76853.836,8655461,901419.75,WA_075
442,Other financial investment activities,109.45895,9717250,460155.69,262691.44,35780.809,190424.05,WA_075
443,Direct life insurance carriers,0,0,0,0,0,0,WA_075
444,"Insurance carriers, except direct life",1.342762,799682.125,96792.305,1142.1794,132857.5,55095.836,WA_075
445,"Insurance agencies, brokerages, and related activities",41.377861,6603079,576458.13,207939.53,232432.67,79625.242,WA_075
446,"Funds, trusts, and other financial vehicles",69.466431,22398192,3578335,148786.08,166554.94,20917.342,WA_075
447,Other real estate,694.95349,119027280,5597716,11384097,18968786,3033396,WA_075
448,Tenant-occupied housing,377.59784,109830872,2940263,5517315.5,71397064,14854590,WA_075
449,Owner-occupied dwellings,0,236047568,0,0,159984048,26838076,WA_075
450,Automotive equipment rental and leasing,12.758018,2619005.5,161461.78,32612.604,312261.78,1019025.1,WA_075
451,General and consumer goods rental except video tapes and discs,24.655212,2707679,515377,146005.91,77285.977,846747.81,WA_075
452,Video tape and disc rental,10.986593,1446209,396059.06,111815.86,133963.02,299830.44,WA_075
453,Commercial and industrial machinery and equipment rental and leasing,22.986937,5409601,510035.56,69938.992,780100.38,1389735.6,WA_075
454,Lessors of nonfinancial intangible assets,.90906972,473836.84375,0,32515.094,0,81649.086,WA_075
455,Legal services,98.130646,15606955,1167886.1,1136280.3,1145783.5,5597634.5,WA_075
456,"Accounting, tax preparation, bookkeeping, and payroll services",157.52864,12520968,2311567.3,2290820,1562264.5,261416.88,WA_075
457,"Architectural, engineering, and related services",267.49124,49908164,20669706,981779.56,6121833.5,555098.56,WA_075
458,Specialized design services,71.040848,2560607.5,40984.906,1139670.1,1138.1625,235141.63,WA_075
459,Custom computer programming services,83.710518,9860087,3809538.8,609985.06,862587.06,342646.03,WA_075
460,Computer systems design services,44.639053,3279281.5,887872.44,571470.38,19480.961,155553.61,WA_075
461,"Other computer related services, including facilities management",.6811105,135151.9375,21877.646,1259.8607,22191.654,5447.854,WA_075
462,Management consulting services,37.253254,2624578.75,252061.45,610120.69,-3956.2722,53259.418,WA_075
463,Environmental and other technical consulting services,64.868912,3590246.25,292475.56,1130097.1,-29730.441,86423.633,WA_075
464,Scientific research and development services,520.56787,122206248,32078648,735170.5,21759056,1659396.5,WA_075
465,"Advertising, public relations, and related services",19.081644,1940972,99804.195,252823.86,75662.977,66707.25,WA_075
466,Photographic services,91.48838,2945571.25,645719.06,1246495.1,-997029.19,337089.81,WA_075
467,Veterinary services,46.874428,4262559.5,1310247.1,229750.3,887015.56,81248.688,WA_075
468,"Marketing research and all other miscellaneous professional, scientific, and technical services",0,0,0,0,0,0,WA_075
469,Management of companies and enterprises,150.61966,12019777,1943684.1,-22200.709,214148.45,382705.81,WA_075
470,Office administrative services,8.467762,497858.5625,100514.42,147977.17,-76683.445,8574.542,WA_075
471,Facilities support services,0,0,0,0,0,0,WA_075
472,Employment services,12.835285,1014756.1875,315599.59,41205.484,170492.06,21911.98,WA_075
473,Business support services,19.801491,1282369,543230.56,225933.81,-97841.492,40410.887,WA_075
474,Travel arrangement and reservation services,1.5693816,233357.015625,21655.734,29925.338,7525.5298,5787.2524,WA_075
475,Investigation and security services,1.5643049,77099.9609375,10355.937,35558.195,55.68742,3095.6477,WA_075
476,Services to buildings,101.98106,4268332,804761.06,1362205.1,11124.043,243885.94,WA_075
477,Landscape and horticultural services,41.754211,2598021,1201552.9,235279.66,34868.566,135839.11,WA_075
478,Other support services,10.39869,1416790,614835.69,38616.406,163164.42,35921.074,WA_075
479,Waste management and remediation services,71.999039,18081252,4989115,303636.59,3609961.8,2479804.3,WA_075
480,Elementary and secondary schools,0,0,0,0,0,0,WA_075
481,"Junior colleges, colleges, universities, and professional schools",270.11972,13676463,3990451,146232.11,1418031.1,563116.44,WA_075
482,Other educational services,125.68667,4409322,815525.5,552536.56,-127884.23,162747.11,WA_075
483,Offices of physicians,252.60103,41185816,21394782,669942.94,3911660,379724.56,WA_075
484,Offices of dentists,86.738838,9149053,3883909.8,412150.81,1098731.9,77054.961,WA_075
485,Offices of other health practitioners,85.871239,6712901.5,3475551.3,1777241,-515815.13,96646.727,WA_075
486,Outpatient care centers,24.363949,3477032.5,1800903.5,129112.75,60361.297,27016.814,WA_075
487,Medical and diagnostic laboratories,0,0,0,0,0,0,WA_075
488,Home health care services,70.660767,3839281.25,1017735,2259882,-375918.16,35439.109,WA_075
489,Other ambulatory health care services,73.165863,8463719,4022031.3,842683.5,414428.88,61020.563,WA_075
490,Hospitals,218.24556,36336716,15545539,53849.855,2111158.8,643106.75,WA_075
491,Nursing and community care facilities,371.68625,25385234,12083943,234091.83,145404.92,667376.31,WA_075
492,"Residential mental retardation, mental health, substance abuse and other facilities",74.670761,3828884,2070524.8,14129.85,9466.0996,74953.758,WA_075
