industrycode,description,employment,output,employeecompensation,proprietorincome,otherpropertytypeincome,taxonproductionandimports,county
213,Mineral wool manufacturing,79.514099,37776680,4774419,38103.734375,11106624,703165.19,NY_067
214,Miscellaneous nonmetallic mineral products manufacturing,0,0,0,0,0,0,NY_067
215,Iron and steel mills and ferroalloy manufacturing,231.90286,207845600,17289444,-5086.1435546875,4403454,4357009,NY_067
216,"Iron, steel pipe and tube manufacturing from purchased steel",0,0,0,0,0,0,NY_067
217,Rolled steel shape manufacturing,0,0,0,0,0,0,NY_067
218,Steel wire drawing,0,0,0,0,0,0,NY_067
219,Alumina refining and primary aluminum production,0,0,0,0,0,0,NY_067
220,Secondary smelting and alloying of aluminum,0,0,0,0,0,0,NY_067
221,"Aluminum sheet, plate, and foil manufacturing",0,0,0,0,0,0,NY_067
222,"Other aluminum rolling, drawing and extruding",0,0,0,0,0,0,NY_067
223,Nonferrous metal (exc aluminum) smelting and refining,0,0,0,0,0,0,NY_067
224,"Copper rolling, drawing, extruding and alloying",51.474934,43595852,3735250.25,-41056.8984375,617844.75,731951.06,NY_067
225,"Nonferrous metal, except copper and aluminum, shaping",0,0,0,0,0,0,NY_067
226,Secondary processing of other nonferrous metals,20.749453,23382058,1649264,-29009.42578125,1906379.875,470519.72,NY_067
227,Ferrous metal foundries,123.5361,31956002,8329304.5,-46756.11328125,3109686.75,666483.81,NY_067
228,Nonferrous metal foundries,77.648361,15755815,3860817.25,-27529.947265625,721827.5625,294905.03,NY_067
229,Custom roll forming,36.003017,17882678,2063109.125,33723.90625,833637.25,298816.75,NY_067
230,Crown and closure manufacturing and metal stamping,7.7720203,1861895.875,339061.25,44683.09765625,120633.34375,30514.451,NY_067
231,Iron and steel forging,18.027454,5302864.5,875345.0625,159017.515625,248996.21875,97083.242,NY_067
232,Nonferrous forging,29.773521,8258381,1896797.25,47678.2421875,370414.90625,140511.58,NY_067
233,"Cutlery, utensil, pot, and pan manufacturing",0,0,0,0,0,0,NY_067
234,Handtool manufacturing,69.362892,17448418,5607004,304701.9375,2740079.75,291315.03,NY_067
235,Prefabricated metal buildings and components manufacturing,0,0,0,0,0,0,NY_067
236,Fabricated structural metal manufacturing,123.71168,41449488,10289993,292332.1875,3919452.25,685145.06,NY_067
237,Plate work manufacturing,13.989299,3050569.25,943867.25,139796.40625,10694.673828125,50991.043,NY_067
238,Metal window and door manufacturing,31.385342,8632383,2546732.25,159556.0625,1049973.625,135011.56,NY_067
239,Sheet metal work manufacturing,152.97821,35042920,11625484,632518.5,2613204.5,525847,NY_067
240,Ornamental and architectural metal work manufacturing,246.72073,58864996,19542492,607947.0625,5203446,849954.81,NY_067
241,Power boiler and heat exchanger manufacturing,0,0,0,0,0,0,NY_067
242,Metal tank (heavy gauge) manufacturing,84.731194,25961570,9875528,251164.4375,1624438.625,376211.28,NY_067
243,Metal cans manufacturing,0,0,0,0,0,0,NY_067
244,"Metal barrels, drums and pails manufacturing",0,0,0,0,0,0,NY_067
245,Hardware manufacturing,20.628895,7274087.5,1693977.875,18759.068359375,839362.4375,130420.77,NY_067
246,Spring and wire product manufacturing,83.856537,23788246,7301378,229672.515625,2055860,340841.81,NY_067
247,Machine shops,302.65353,44781276,18912924,860486.125,2209105.75,702298.13,NY_067
248,"Turned product and screw, nut, and bolt manufacturing",112.52589,27130030,7489024,198372.453125,2286119.75,443299.59,NY_067
249,Metal heat treating,26.948322,7630379,2336471.75,36795.7109375,1015140.4375,118716.44,NY_067
250,Metal coating and nonprecious engraving,2.8961751,706496.6875,154875.296875,43109.671875,94255.1484375,11483.115,NY_067
251,"Electroplating, anodizing, and coloring metal",285.57318,45365892,20285734,72730.8984375,1697956.375,640352.19,NY_067
252,"Valve and fittings, other than plumbing, manufacturing",105.6004,36156608,9482070,216520.3125,4545357.5,616224.75,NY_067
253,Plumbing fixture fitting and trim manufacturing,0,0,0,0,0,0,NY_067
254,Ball and roller bearing manufacturing,145.2187,45228424,10936923,26803.0078125,7015279.5,672904.44,NY_067
255,Small arms ammunition manufacturing,0,0,0,0,0,0,NY_067
256,"Ammunition, except for small arms, manufacturing",0,0,0,0,0,0,NY_067
257,"Small arms, ordnance, and accessories manufacturing",84.779221,31809106,5909199,92299.7109375,7293244.5,812259.94,NY_067
258,Fabricated pipe and pipe fitting manufacturing,10.831632,2441264.75,812376.4375,90000.21875,99281.84375,40508.023,NY_067
259,Other fabricated metal manufacturing,54.509747,11607119,2983884.5,233015.390625,789130.5625,221849.95,NY_067
260,Farm machinery and equipment manufacturing,0,0,0,0,0,0,NY_067
261,Lawn and garden equipment manufacturing,78.526169,42454228,4752334.5,36507.73828125,4227744.5,741762.44,NY_067
262,Construction machinery manufacturing,0,0,0,0,0,0,NY_067
263,Mining machinery and equipment manufacturing,0,0,0,0,0,0,NY_067
264,Oil and gas field machinery and equipment manufacturing,0,0,0,0,0,0,NY_067
265,Semiconductor machinery manufacturing,0,0,0,0,0,0,NY_067
266,Food product machinery manufacturing,0,0,0,0,0,0,NY_067
267,"Sawmill, woodworking, and paper machinery",1.70807,447010.8125,117120.0625,9146.7724609375,11412.1025390625,9746.7471,NY_067
268,Printing machinery and equipment manufacturing,0,0,0,0,0,0,NY_067
269,All other industrial machinery manufacturing,149.48659,42495124,12055043,15885.978515625,4634633,659033.63,NY_067
270,Optical instrument and lens manufacturing,3.5364821,1242079,274900.59375,9081.3564453125,189078.390625,17227.822,NY_067
271,Photographic and photocopying equipment manufacturing,42.119564,19929864,4257214.5,31882.4765625,2617443.75,243675.16,NY_067
272,Other commercial service industry machinery manufacturing,39.738598,14742738,2489606.75,20363.146484375,2347604,268851.66,NY_067
273,Air purification and ventilation equipment manufacturing,74.524002,23170544,6571399.5,19772.998046875,3401271,384502.81,NY_067
274,Heating equipment (except warm air furnaces) manufacturing,0,0,0,0,0,0,NY_067
275,"Air conditioning, refrigeration, and warm air heating equipment manufacturing",188.82289,88915704,16911302,37921.87890625,17472636,1607527.6,NY_067
276,Industrial mold manufacturing,0,0,0,0,0,0,NY_067
277,"Special tool, die, jig, and fixture manufacturing",16.951302,2717497.5,902932.625,20528.81640625,351359.40625,48565.809,NY_067
278,Cutting tool and machine tool accessory manufacturing,8.686511,1942619.625,866957.375,5652.15869140625,104136.25,26517.352,NY_067
279,Machine tool manufacturing,14.295135,3719774,1308790.25,11289.5927734375,199330.109375,53542.414,NY_067
280,Rolling mill and other metalworking machinery manufacturing,24.464001,6986282,2160805.25,49161.8125,748704.0625,103609.69,NY_067
281,Turbine and turbine generator set units manufacturing,0,0,0,0,0,0,NY_067
282,"Speed changer, industrial high-speed drive, and gear manufacturing",79.020454,26119174,6998293.5,8097.01513671875,4053356.25,403674.69,NY_067
283,Mechanical power transmission equipment manufacturing,0,0,0,0,0,0,NY_067
284,Other engine equipment manufacturing,0,0,0,0,0,0,NY_067
285,Pump and pumping equipment manufacturing,28.128567,13811787,2927328.75,13450.560546875,2675152.5,225165.11,NY_067
286,Air and gas compressor manufacturing,0,0,0,0,0,0,NY_067
287,Elevator and moving stairway manufacturing,8.3786478,3605804.25,513882.8125,4287.076171875,381338.59375,62608.668,NY_067
288,Conveyor and conveying equipment manufacturing,9.93715,2339201,728132.125,7328.9501953125,21675.197265625,44008.598,NY_067
289,"Overhead cranes, hoists, and monorail systems manufacturing",0,0,0,0,0,0,NY_067
290,"Industrial truck, trailer, and stacker manufacturing",18.089741,6765091,1120258.5,8080.3037109375,729121.5,128244.95,NY_067
291,Power-driven handtool manufacturing,0,0,0,0,0,0,NY_067
292,Welding and soldering equipment manufacturing,0,0,0,0,0,0,NY_067
293,Packaging machinery manufacturing,116.76049,38229516,8519933,48857.80078125,5592836,650316.13,NY_067
294,Industrial process furnace and oven manufacturing,36.770432,9388599,2908175.25,38143.80078125,1013783.125,147338.88,NY_067
295,Fluid power cylinder and actuator manufacturing,0,0,0,0,0,0,NY_067
296,Fluid power pump and motor manufacturing,80.45163,38436696,10053065,13772.7607421875,6475748,587557.81,NY_067
297,"Scales, balances, and miscellaneous general purpose machinery manufacturing",77.341042,23510582,6347000,13790.90625,2366443.75,377302.28,NY_067
298,Electronic computer manufacturing,0,0,0,0,0,0,NY_067
299,Computer storage device manufacturing,0,0,0,0,0,0,NY_067
300,Computer terminals and other computer peripheral equipment manufacturing,152.93883,88701496,18762448,-408171.21875,7179037.5,1741608.5,NY_067
301,Telephone apparatus manufacturing,0,0,0,0,0,0,NY_067
302,Broadcast and wireless communications equipment manufacturing,874.76965,316519392,96892408,-656469.5625,21469832,5722632.5,NY_067
303,Other communications equipment manufacturing,4.5433049,1298766.125,261912.4375,-108530.484375,76591.890625,30233.213,NY_067
304,Audio and video equipment manufacturing,3.4338353,1247824,40897.5,-52501.69921875,14730.138671875,36165.723,NY_067
305,Printed circuit assembly (electronic assembly) manufacturing,3.20151,800164.9375,48579.6953125,-43516.63671875,14117.548828125,19670.479,NY_067
306,Bare printed circuit board manufacturing,1.2074622,176608.703125,6651.017578125,-12162.2333984375,1009.164611816406,5313.6563,NY_067
307,Semiconductor and related device manufacturing,18.428192,9295771,1160753.375,-223431.296875,436855.34375,244284.8,NY_067
308,"Capacitor, resistor, coil, transformer, and other inductor manufacturing",0,0,0,0,0,0,NY_067
309,Electronic connector manufacturing,233.25168,76351128,21591822,-130537.1640625,4964415.5,1313186.9,NY_067
310,Other electronic component manufacturing,51.802883,11993573,3219079,-225697.828125,178407.15625,222253.67,NY_067
311,Electromedical and electrotherapeutic apparatus manufacturing,3.6200967,931698.625,112596.9765625,-253182.859375,63688.7265625,37219.848,NY_067
312,"Search, detection, and navigation instruments manufacturing",2636.8901,1048360128,327744192,-704196.9375,126636376,17573838,NY_067
313,Automatic environmental control manufacturing,0,0,0,0,0,0,NY_067
314,Industrial process variable instruments manufacturing,208.51973,60043172,20045998,-433399.40625,4272681.5,1173958,NY_067
315,Totalizing fluid meter and counting device manufacturing,0,0,0,0,0,0,NY_067
316,Electricity and signal testing instruments manufacturing,30.267084,13411103,3890673.5,-237494.6875,827561.6875,249031.56,NY_067
317,Analytical laboratory instrument manufacturing,0,0,0,0,0,0,NY_067
318,Irradiation apparatus manufacturing,0,0,0,0,0,0,NY_067
319,"Watch, clock, and other measuring and controlling device manufacturing",110.08266,38670192,13265957,-73035.1328125,5103994.5,667149.5,NY_067
320,Blank magnetic and optical recording media manufacturing,0,0,0,0,0,0,NY_067
321,Software and other prerecorded and record reproducing,0,0,0,0,0,0,NY_067
322,Electric lamp bulb and part manufacturing,0,0,0,0,0,0,NY_067
323,Lighting fixture manufacturing,50.431442,15174231,4213021,5582.64990234375,169120.046875,288237.91,NY_067
324,Small electrical appliance manufacturing,0,0,0,0,0,0,NY_067
325,Household cooking appliance manufacturing,0,0,0,0,0,0,NY_067
326,Household refrigerator and home freezer manufacturing,0,0,0,0,0,0,NY_067
327,Household laundry equipment manufacturing,0,0,0,0,0,0,NY_067
328,Other major household appliance manufacturing,0,0,0,0,0,0,NY_067
329,"Power, distribution, and specialty transformer manufacturing",3.3556201,1031456.9375,222380.015625,1201.843994140625,7620.140625,21863.996,NY_067
330,Motor and generator manufacturing,137.97719,43013064,7913975.5,-10325.951171875,327303.90625,963723.31,NY_067
331,Switchgear and switchboard apparatus manufacturing,8.4354992,2984800.25,735078.375,-830.881591796875,33816.57421875,61645.238,NY_067
332,Relay and industrial control manufacturing,386.15213,103172192,21377154,-3819.30712890625,543572.5,2391463.8,NY_067
333,Storage battery manufacturing,0,0,0,0,0,0,NY_067
334,Primary battery manufacturing,0,0,0,0,0,0,NY_067
335,Fiber optic cable manufacturing,11.931556,6191614.5,581109.375,2402.517578125,22433.693359375,113598.33,NY_067
336,Other communication and energy wire manufacturing,0,0,0,0,0,0,NY_067
337,Wiring device manufacturing,934.53912,370266528,126350376,-23894.390625,9705946,5816988.5,NY_067
338,Carbon and graphite product manufacturing,0,0,0,0,0,0,NY_067
339,All other miscellaneous electrical equipment and component manufacturing,119.0088,33350914,10537220,2943.900390625,117726.84375,571305.88,NY_067
340,Automobile manufacturing,0,0,0,0,0,0,NY_067
341,Light truck and utility vehicle manufacturing,0,0,0,0,0,0,NY_067
342,Heavy duty truck manufacturing,0,0,0,0,0,0,NY_067
343,Motor vehicle body manufacturing,0,0,0,0,0,0,NY_067
344,Truck trailer manufacturing,0,0,0,0,0,0,NY_067
345,Motor home manufacturing,0,0,0,0,0,0,NY_067
346,Travel trailer and camper manufacturing,0,0,0,0,0,0,NY_067
347,Motor vehicle gasoline engine and engine parts manufacturing,5.4293704,3024428.25,428225.15625,0,71937.96875,47108.809,NY_067
348,Motor vehicle electrical and electronic equipment manufacturing,19.133875,9123659,1234814.375,0,224107.53125,163511.56,NY_067
349,Motor vehicle transmission and power train parts manufacturing,28.267031,16880458,2466568.25,0,503327.375,262630.25,NY_067
350,Motor vehicle seating and interior trim manufacturing,0,0,0,0,0,0,NY_067
351,Motor vehicle metal stamping,0,0,0,0,0,0,NY_067
352,Other motor vehicle parts manufacturing,7.3611207,4208795,695354.5625,0,186859.53125,66178.117,NY_067
353,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",0,0,0,0,0,0,NY_067
354,Aircraft manufacturing,0,0,0,0,0,0,NY_067
355,Aircraft engine and engine parts manufacturing,6.8742037,6940578.5,559952.125,2551639,905061.0625,46213.73,NY_067
356,Other aircraft parts and auxiliary equipment manufacturing,25.202385,10224006,2374339,1312438.75,1589635,95704.594,NY_067
357,Guided missile and space vehicle manufacturing,0,0,0,0,0,0,NY_067
358,Propulsion units and parts for space vehicles and guided missiles manufacturing,0,0,0,0,0,0,NY_067
359,Railroad rolling stock manufacturing,0,0,0,0,0,0,NY_067
360,Ship building and repairing,0,0,0,0,0,0,NY_067
361,Boat building,0,0,0,0,0,0,NY_067
362,"Motorcycle, bicycle, and parts manufacturing",0,0,0,0,0,0,NY_067
363,"Military armored vehicle, tank, and tank component manufacturing",0,0,0,0,0,0,NY_067
364,All other transportation equipment manufacturing,0,0,0,0,0,0,NY_067
365,Wood kitchen cabinet and countertop manufacturing,120.3684,16902598,5601033.5,406942.09375,1281221.125,149943.27,NY_067
366,Upholstered household furniture manufacturing,0,0,0,0,0,0,NY_067
367,Nonupholstered wood household furniture manufacturing,484.45667,69508776,26705450,47874.8671875,2346521,563965.63,NY_067
368,Other household nonupholstered furniture manufacturing,12.817976,3356638.75,652922.9375,41631.48046875,154084.484375,34172.637,NY_067
369,Institutional furniture manufacturing,26.838663,5137451,1353374.25,122315.953125,56517.41796875,51949.559,NY_067
370,Wood office furniture manufacturing,17.652233,3554920.5,689210.9375,42513.54296875,162602.140625,39887.285,NY_067
371,Custom architectural woodwork and millwork,162.3443,27144050,9944375,292481.4375,-581427.4375,217127.52,NY_067
372,"Office furniture, except wood, manufacturing",0,0,0,0,0,0,NY_067
373,"Showcase, partition, shelving, and locker manufacturing",26.704786,4901305,1012222.625,202121.03125,221606.15625,49072.242,NY_067
374,Mattress manufacturing,28.81727,9846516,1328949.625,24826.05078125,798037.0625,95129.906,NY_067
375,Blind and shade manufacturing,0,0,0,0,0,0,NY_067
376,Surgical and medical instrument manufacturing,1389.0555,593162880,157735568,708661.6875,45499092,11767838,NY_067
377,Surgical appliance and supplies manufacturing,26.805826,9777296,1569953.875,770193.5625,465784.8125,213458.53,NY_067
378,Dental equipment and supplies manufacturing,0,0,0,0,0,0,NY_067
379,Ophthalmic goods manufacturing,245.3726,64746812,14771645,500016.28125,5063150,1437806.5,NY_067
380,Dental laboratories,19.134195,2380348.25,991306.1875,710518.375,-95903.875,28643.859,NY_067
381,Jewelry and silverware manufacturing,59.970757,9017945,1952263.75,80658.484375,311156.28125,451257.06,NY_067
382,Sporting and athletic goods manufacturing,28.541058,6516398.5,959221.75,572820.125,113540.6171875,153935.17,NY_067
383,"Doll, toy, and game manufacturing",0,0,0,0,0,0,NY_067
384,Office supplies (except paper) manufacturing,47.992401,11071480,3065338,447707.15625,314885.875,166833.88,NY_067
385,Sign manufacturing,145.06548,18304852,4467981.5,5238672.5,-1476055.625,264786.25,NY_067
386,"Gasket, packing, and sealing device manufacturing",197.34605,45092804,15164230,798018.5625,1351305.5,769899.31,NY_067
387,Musical instrument manufacturing,11.904064,1546284.5,430164.65625,288683.84375,-4119.32080078125,23696.125,NY_067
388,"Fasteners, buttons, needles, and pins manufacturing",0,0,0,0,0,0,NY_067
389,"Broom, brush, and mop manufacturing",0,0,0,0,0,0,NY_067
390,Burial casket manufacturing,0,0,0,0,0,0,NY_067
391,All other miscellaneous manufacturing,243.81808,43862524,13324836,5029881.5,599307.625,659463.38,NY_067
392,Wholesale - Motor vehicle and motor vehicle parts and supplies,1016.5542,370500480,60321780,2644646.25,76351616,23509176,NY_067
393,Wholesale - Professional and commercial equipment and supplies,1196.5922,384350240,114197184,3898593.25,73790240,26226044,NY_067
394,Wholesale - Household appliances and electrical and electronic goods,1034.088,517603040,104209928,3601991.5,128858168,31331038,NY_067
395,"Wholesale - Machinery, equipment, and supplies",1552.7427,424829504,124896248,6154526,87986520,31512964,NY_067
396,Wholesale - Other durable goods merchant wholesalers,1950.8016,500886080,157578544,6742611,78181008,35281612,NY_067
397,Wholesale - Drugs and druggistsâ sundries,663.6488,456862272,56234268,435708.0625,103516304,14563272,NY_067
398,Wholesale - Grocery and related product wholesalers,2635.6892,541563776,207671440,2745798.5,71233672,14312625,NY_067
399,Wholesale - Petroleum and petroleum products,142.10765,309714912,11025995,470937.8125,20869888,252351408,NY_067
400,Wholesale - Other nondurable goods merchant wholesalers,1229.7733,412779392,101668552,3484465,66621520,72657896,NY_067
401,Wholesale - Wholesale electronic markets and agents and brokers,870.62616,45509592,77187304,9011128,-48552312,745415.06,NY_067
402,Retail - Motor vehicle and parts dealers,1491.552,209638480,83710264,3452675.25,15469489,48419388,NY_067
403,Retail - Furniture and home furnishings stores,992.75012,95483600,39129956,1617610.375,3257433.75,16839088,NY_067
404,Retail - Electronics and appliance stores,1296.2277,125021696,66255228,3303265.75,-13958595,22101096,NY_067
405,Retail - Building material and garden equipment and supplies stores,2385.9021,289611776,98916064,2283655,35004276,69688896,NY_067
406,Retail - Food and beverage stores,6402.7598,467462880,174883088,8259342,29949682,70757000,NY_067
407,Retail - Health and personal care stores,2345.989,200045904,93863672,12045613,7640609.5,20535128,NY_067
408,Retail - Gasoline stores,844.53516,102198880,23971732,4957310.5,5610098.5,25036328,NY_067
409,Retail - Clothing and clothing accessories stores,2685.3752,226603136,49356244,2595936.75,9358286,45659428,NY_067
410,"Retail - Sporting goods, hobby, musical instrument and book stores",1458.3551,85773536,31766160,4345427.5,3133859,14830011,NY_067
411,Retail - General merchandise stores,4251.1191,321686144,118362632,280658.1875,9283236,78155968,NY_067
412,Retail - Miscellaneous store retailers,2407.5889,134384624,44940548,26794776,-4692357.5,22821194,NY_067
413,Retail - Nonstore retailers,1914.1398,270816768,31204588,8496493,62454012,31201744,NY_067
414,Air transportation,94.681915,31554188,5671350,4664974.5,4324658,4718756,NY_067
415,Rail transportation,277.52188,120424848,41033908,0,49502544,-24570370,NY_067
416,Water transportation,2.4509108,1763132.875,0,-2188775.75,0,68553.945,NY_067
417,Truck transportation,3181.4543,557082624,225157984,6861094.5,28555398,14043328,NY_067
418,Transit and ground passenger transportation,2195.6125,114041752,33613024,33779860,12081684,2610275.8,NY_067
419,Pipeline transportation,86.12645,34287128,9647795,631192.0625,-1697785.75,14198607,NY_067
420,Scenic and sightseeing transportation and support activities for transportation,739.86823,111194576,42857564,868673.875,3743895.25,2872799.3,NY_067
421,Couriers and messengers,2205.9463,263335200,114831880,1628996.875,37651932,4128301.3,NY_067
422,Warehousing and storage,2255.1421,284024288,130639560,-1322452.125,18772438,3599669,NY_067
423,Newspaper publishers,289.84143,43474756,18964974,154540.359375,15112927,942136.31,NY_067
424,Periodical publishers,40.818253,6509723.5,1958399.125,68443.1015625,1155002.125,218561.5,NY_067
425,Book publishers,30.165327,11380743,1378490.625,17393.35546875,3777627.5,383271.19,NY_067
426,"Directory, mailing list, and other publishers",28.278275,5866774.5,722839.75,40447.1484375,1931686.25,252440.98,NY_067
427,Greeting card publishing,0,0,0,0,0,0,NY_067
428,Software publishers,173.43091,44409512,9771835,454305.8125,19644584,2823193.3,NY_067
429,Motion picture and video industries,432.72681,81119280,8621859,2040445.125,8455449,8575558,NY_067
430,Sound recording industries,6.2437339,2241859.75,99015.9765625,27977.05078125,691185.5625,631981.88,NY_067
431,Radio and television broadcasting,613.15009,194001888,36852212,25375696,-12821456,4079229.3,NY_067
432,Cable and other subscription programming,0,0,0,0,0,0,NY_067
433,Wired telecommunications carriers,1790.7596,1000964032,174077440,109155.0078125,310536352,71558504,NY_067
434,Wireless telecommunications carriers (except satellite),55.953289,110709824,4623001,28365.658203125,45648764,5138453,NY_067
435,"Satellite, telecommunications resellers, and all other telecommunications",46.696102,15338615,2981982.75,20662.470703125,1640633.25,899125.81,NY_067
436,"Data processing, hosting, and related services",398.2265,143586608,20790872,2345824.25,25392502,3824236.5,NY_067
437,"News syndicates, libraries, archives and all other information services",229.37573,26318320,5622138,419445.25,4201503,683692.38,NY_067
438,Internet publishing and broadcasting and web search portals,265.38892,199926544,14316893,159191.5625,28589230,4133545,NY_067
439,Nondepository credit intermediation and related activities,883.92688,206243824,57947980,3627412,62071468,11269322,NY_067
440,Securities and commodity contracts intermediation and brokerage,1006.8396,222163728,83714272,5705688.5,-3163432,5485012.5,NY_067
441,Monetary authorities and depository credit intermediation,2314.9834,1298972928,148787440,751741.625,765302272,38927300,NY_067
442,Other financial investment activities,5308.9028,507871680,29305678,31443354,2420796.5,19432716,NY_067
443,Direct life insurance carriers,845.32135,302335872,96000952,4672.39404296875,91800656,16277288,NY_067
444,"Insurance carriers, except direct life",2645.1484,2007710592,271383168,199171.546875,639484160,84504696,NY_067
445,"Insurance agencies, brokerages, and related activities",2849.2554,750831680,215242624,2994064.75,149150096,4262019.5,NY_067
446,"Funds, trusts, and other financial vehicles",1043.6801,341066656,30461254,3155843,25849296,3898311.8,NY_067
447,Other real estate,7463.2119,1293323136,92719328,170964256,142023360,28019006,NY_067
448,Tenant-occupied housing,3088.4622,631558272,28601350,60675912,313827680,104769880,NY_067
449,Owner-occupied dwellings,0,2572692992,0,0,1743673472,292509408,NY_067
450,Automotive equipment rental and leasing,516.65375,136303520,24956928,9708147,35799924,21549872,NY_067
451,General and consumer goods rental except video tapes and discs,442.25278,64729104,17989790,15932508,1637943,9038288,NY_067
452,Video tape and disc rental,186.08961,24459468,8292037,1201479.5,2463792,3956313,NY_067
453,Commercial and industrial machinery and equipment rental and leasing,500.68539,175463776,40410764,12107564,49822408,15189342,NY_067
454,Lessors of nonfinancial intangible assets,37.599777,35274572,1068468.125,315439.28125,16701815,2312528.5,NY_067
455,Legal services,3080.3406,661389824,152677264,92001784,106985048,103825768,NY_067
456,"Accounting, tax preparation, bookkeeping, and payroll services",2308.1575,326693440,131220064,73847608,26986256,5335204,NY_067
457,"Architectural, engineering, and related services",4987.3545,989503616,470759648,59596920,42287208,14507009,NY_067
458,Specialized design services,441.83456,47964632,21538484,17094290,182007.71875,2036843.3,NY_067
459,Custom computer programming services,1664.4299,241612512,114049808,19397684,16563709,7389549,NY_067
460,Computer systems design services,1056.3237,135667184,71409856,18892756,2178564,4261550,NY_067
461,"Other computer related services, including facilities management",457.30118,155938864,45034112,1029488.8125,48623052,4602450.5,NY_067
462,Management consulting services,1461.3883,192858160,64466524,61282912,-3001920,2908596.8,NY_067
463,Environmental and other technical consulting services,623.16571,72395224,23655132,34400232,-7096034,1156687.3,NY_067
464,Scientific research and development services,5922.1035,1437379584,485996128,10878242,159899072,30070670,NY_067
465,"Advertising, public relations, and related services",649.87177,101858832,28660754,13459450,7368945.5,3123534.8,NY_067
466,Photographic services,217.50319,17398054,835257.4375,16294989,-4432683,1031695.1,NY_067
467,Veterinary services,481.64429,49784332,21098326,5222032,4274002.5,1164206.5,NY_067
468,"Marketing research and all other miscellaneous professional, scientific, and technical services",1207.0352,119153864,11030099,81040984,-5284594,1556635.5,NY_067
469,Management of companies and enterprises,4800.1763,849041984,465506112,7811924,47256412,25661206,NY_067
470,Office administrative services,971.96082,63643552,56895540,10779145,-41772048,1299869.6,NY_067
471,Facilities support services,47.45702,6721533.5,1252276.125,846265.5625,471076.03125,152772.25,NY_067
472,Employment services,5652.6689,578873408,226189280,5315172.5,129609272,12732390,NY_067
473,Business support services,1397.5898,100926264,53679176,12759076,-9160531,3373091.3,NY_067
474,Travel arrangement and reservation services,289.24615,52797488,14151122,1021684.0625,5170924.5,1405017,NY_067
475,Investigation and security services,1757.2574,121942440,81358184,4053454.5,460025.75,4578300,NY_067
476,Services to buildings,3282.6172,193378208,71492984,51650824,1052064,9750926,NY_067
477,Landscape and horticultural services,1259.6478,91141920,40308320,14420307,1345441.125,5186870,NY_067
478,Other support services,583.91797,67104860,20367298,7269395.5,5161823.5,2621856.8,NY_067
479,Waste management and remediation services,866.29559,201406128,63483436,128480.8828125,46849224,10345527,NY_067
480,Elementary and secondary schools,1125.2114,48496560,39027448,2901942.25,-6404362.5,2950678.8,NY_067
481,"Junior colleges, colleges, universities, and professional schools",6071.5146,704718144,376899392,643358.4375,123940448,33338620,NY_067
482,Other educational services,2593.9863,126510336,50401216,14687570,-8810210,8184192.5,NY_067
483,Offices of physicians,6761.1973,1299767552,676228736,72207488,141530480,12864281,NY_067
484,Offices of dentists,2543.5898,384770944,185575840,28407028,60096220,2858929.8,NY_067
485,Offices of other health practitioners,2101.5664,217603024,67266464,110312112,-8582905,2614935,NY_067
486,Outpatient care centers,1455.4143,201333200,101230152,7036518.5,3841027.75,2032011,NY_067
487,Medical and diagnostic laboratories,770.7019,140130816,44346108,10046320,29227890,1641130.1,NY_067
488,Home health care services,2191.522,179396976,84816912,92757456,-27513114,1356024,NY_067
489,Other ambulatory health care services,548.55707,60189464,21098180,12605353,2488586.25,578658.13,NY_067
490,Hospitals,6837.3574,1224202880,553256384,5479905,70301072,31778922,NY_067
491,Nursing and community care facilities,5888.792,492937504,253379872,21108584,3813638.75,20483160,NY_067
492,"Residential mental retardation, mental health, substance abuse and other facilities",1317.6984,92214712,44451104,15675434,249963.71875,2547917.3,NY_067
493,Individual and family services,6079.0137,250238160,171367936,14863457,-18230010,3007747.3,NY_067
494,Child day care services,2363.6829,122838528,46702256,37560280,9809049,1961888.1,NY_067
495,"Community food, housing, and other relief services, including rehabilitation services",1412.1274,123050648,46685492,2065386.5,4259199.5,1560008.6,NY_067
496,Performing arts companies,522.45239,40382048,8772488,1305637.875,4448376,2039229.4,NY_067
497,Commercial Sports Except Racing,346.51099,29862272,10171062,2533181.75,232071.734375,2036265.4,NY_067
498,Racing and Track Operation,73.609573,11119010,4381564.5,7040.40087890625,3047345.75,360557.69,NY_067
499,"Independent artists, writers, and performers",1429.5519,22430022,2700249.25,7066687.5,1461278.875,3164593,NY_067
500,Promoters of performing arts and sports and agents for public figures,288.06985,38524316,4213466,827805.875,4850004,2445639.3,NY_067
501,"Museums, historical sites, zoos, and parks",133.51578,9830059,4040086.25,39816.80078125,502752.84375,314333.38,NY_067
502,Amusement parks and arcades,48.662601,3260332.25,824846.875,-4233.25830078125,586342.875,830321.81,NY_067
503,Gambling industries (except casino hotels),378.95282,53903032,10292740,233621.453125,13430963,9445043,NY_067
504,Other amusement and recreation industries,902.93402,47458944,20839206,-109570.9921875,550980.9375,5431182.5,NY_067
505,Fitness and recreational sports centers,1656.8812,64920768,23832090,-40036.609375,4658281.5,8245397.5,NY_067
506,Bowling centers,125.43069,7451191,2641986,-28646.0546875,483774,1137456.5,NY_067
507,"Hotels and motels, including casino hotels",2816.5654,359895872,127079280,123234.046875,53624500,64914308,NY_067
